上山批次	name	en	color	bg	level	metaphor1	metaphor1Text	metaphor2	metaphor2Text	history1	history1_1	history2	history2_1	mammel_repre	bird_repre	reptiles_repre	amphibian_repre	insect_repre	mammal	bird	reptiles	amphibian	insect	others	active	city	journal	height	level	season	sprint 錯字請訂正3遍	summer	fall	winter	note	application	application1	application2	application3	hikinglink	picture1		text1	picture2		text2	picture3		text3	picture4		text4	picture5		text5	picture6		text6	picture7		text7	picture8		text8	picture9		text9	picture10		text10	trail
第一波	玉山	yushan	blue	bgBlue	藍	靠近星星	玉山主峰海拔高達 3,952 公尺，周圍的群峰海拔幾乎也都超過 3,000 公尺。	熱鬧	因位處亞熱帶及高海拔，使得玉山擁有亞熱帶、暖溫帶、冷溫帶及高山寒原帶等不同的氣候型態，進而繁衍出多樣化的動物及植物物種。	"玉山一詞最早出現於《裨海紀遊》，但當時因氣候關係，也有人稱作雪山；甲午戰爭後，日本政府接管台灣，將其命為「新高山」，並與雪山、能高山合稱為台灣三高。
曾有人形容「常年積雪瑩澂有光，晴霽時望之光輝射人，有如白玉」，在中華民國政府接管台灣後，正式定名為「玉山」。"		夫妻樹	"有一對恩愛的情侶，因為雙方家長的反對不能在一起，因此相約跳下懸崖殉情，之後這裡長出了兩棵紅檜木。後人為了紀念這一對情侶堅貞的愛情，因此成全2人的心願，就地讓他們拜堂完婚，因此被稱作夫妻樹。

備註：該夫妻樹於2017年別離，夫樹已倒塌"	"高山白腹鼠
3000m以上山代表"	"岩鷚
3000m以上山代表"	"雪山草蜥
3000m以上山代表"	"楚南氏山椒魚
3000m以上山代表"	"永澤蛇眼蝶
3000m以上山代表"	臺灣水鹿 （常）、山羌 （常）、臺灣黑熊 （常）	藍腹鷳（特）、酒紅朱雀 （常）、栗背林鴝 （常）	阿里山龜殼花 （特）、梭德氏游蛇 （特）、 斯文豪氏攀蜥 （特）	阿里山山椒魚（保）、楚南氏山椒魚（保）、觀霧山椒魚（保）	大紫蛺蝶（保）、妖艷吉丁蟲（保）、臺灣長臂金龜（保）			南投縣、嘉義縣、高雄市	two	high	過1夜＆3000m以上	1,1,1,0	1	1	1	0	冬天需準備雪季裝備	1,1,0	1	1	0	https://mountain.cpami.gov.tw/	yushan1	yushan1: [yushan1webp, yushan1],	/ 玉山主峰上的岩鷚 / 攝影：柯政祥 /	yushan2	yushan2: [yushan2webp, yushan2],	/ 玉山主峰晨曦時刻 / 攝影：柯政祥 /	yushan3	yushan3: [yushan3webp, yushan3],	/ 通往玉山群峰的登山口 / 攝影：柯政祥 /	yushan4	yushan4: [yushan4webp, yushan4],	/ 睥睨群山的臺灣第一高峰 / 攝影：柯政祥 /	yushan5	yushan5: [yushan5webp, yushan5],	/ 遙望玉山北峰 / 攝影：柯政祥 /	yushan6	yushan6: [yushan6webp, yushan6],	/ 主峰已近在眼前 / 攝影：山女孩MelissaxMao冒險生活 / 	yushan7	yushan7: [yushan7webp, yushan7],	/ 前往主峰前的最後一段陡坡 / 攝影：山女孩MelissaxMao冒險生活 / 	yushan8	yushan8: [yushan8webp, yushan8],	/ 著名的風口，風勢強勁 / 攝影：山女孩MelissaxMao冒險生活 / 		: ,			: ,		https://hikingbook.net/trails/EKFc0k0KR0yYKjzKuKS0LQ
第一波	雪山	xueshan	blue	bgBlue	藍	冰凍	雪山的冰河地形以冰斗為主，而目前全台約有 77 處冰斗，知名地理學家鹿野忠雄曾在雪山周邊發現 35 處，而至今，雪山主峰周圍可辨識之冰斗約有 8 處。	純潔	雪山擁有台灣第一高的天然高山湖泊－翠池，終年不乾涸、也不會結冰，是珍貴且乾淨的高山水源。	雪山一名主要來自泰雅族人普遍的稱呼「seakon」，譯音為「雪高翁山」，後來簡稱為「雪翁山」或「雪山」。乃因泰雅族見到雪山南面的岩壁一直在崩裂直瀉，形成縱斷裂溝，而將此特殊地形命名之，意為「岩壁的裂溝」。		曲折的命名過程	古代曾有詩人吟詠「玉山霽雪」，此處的玉山意指雪山；在此一地區狩獵的泰雅族人也對其有不同的稱呼，諸如「哈蓋山」、「馬哈馬顏山」、「雪高翁山」；曾航海經過的英國人稱其為「西魯維亞（Sylvia）山」；最後，在雪山正式定名後，曾被蔣中正總統改名為興隆山，希望國運昌隆，但並未沿用。	"高山白腹鼠
3000m以上山代表"	"岩鷚
3000m以上山代表"	"雪山草蜥
3000m以上山代表"	"楚南氏山椒魚
3000m以上山代表"	"永澤蛇眼蝶
3000m以上山代表"	華南鼬鼠 （常）、臺灣水鹿 （常）、山羌 （常）	白耳畫眉 （常）、冠羽畫眉 （常）、金翼白眉 （常）	臺灣標蛇 （常）、高砂蛇 （常）、雪山草蜥 （常）	臺灣山椒魚 （常）、艾氏樹蛙 （常）、南湖山椒魚 （常）	姬蜂 （常）、葉蟬 （常）、曙鳳蝶 （常）	"雪山圈谷和翠池是台灣的冰河遺跡，圈谷一年四季都有不同的樣貌。而高山杜鵑歷年來多於5月中旬開始綻放，
若是花況好的時候則有機會看到滿圈谷的杜鵑花喔！"	5	苗栗縣、台中市	two	high	過1夜＆3000m以上	1,1,1,0	1	1	1	0	由於積雪及日照不長，冬季入山需要特別留意裝備&安全	1,1,0	1	1	0	https://mountain.cpami.gov.tw/	xueshan1	xueshan1: [xueshan1webp, xueshan1],	/ 雪山黑森林 / 攝影：柯政祥 /	xueshan2	xueshan2: [xueshan2webp, xueshan2],	/ 延伸的稜線 / 攝影：保用Warranty /	xueshan3	xueshan3: [xueshan3webp, xueshan3],	/ 前往雪山主峰路上 / 攝影：柯政祥 /	xueshan4	xueshan4: [xueshan4webp, xueshan4],	/ 雪山主峰 / 攝影：柯政祥 /	xueshan5	xueshan5: [xueshan5webp, xueshan5],	/ 雪山東峰上 / 攝影：柯政祥 /	xueshan6	xueshan6: [xueshan6webp, xueshan6],	/ 雪山圈谷 / 攝影：柯政祥 /	xueshan7	xueshan7: [xueshan7webp, xueshan7],	/ 遙望北稜角 / 攝影：保用Warranty /	xueshan8	xueshan8: [xueshan8webp, xueshan8],	/ 遙望雪山與北稜角 / 攝影：保用Warranty /	xueshan9	xueshan9: [xueshan9webp, xueshan9],	/ 清晨的魔幻山色 / 攝影：宇宙浪人工作室 /	xueshan10	xueshan10: [xueshan10webp, xueshan10],	/ 雪季快結束時，山頂積雪 / 攝影：宇宙浪人工作室 /	https://hikingbook.net/trails/XGRUxntXSx90QzFik8moWJg
第一波	火石山	huoshishan	blue	bgBlue	藍	會擠深 V	經歷了冰河侵蝕，突起的尖銳山峰呈現倒 V 字形。	焦黑	因山頂裸露的碎裂岩片顏色如黑如木炭，遠看像被烤焦一般。	因山頂祼露的碎裂岩片表面光滑明亮，顏色如黑炭的細粉與碎沙夾雜於砂場上，映著陽光，閃爍在豔陽下紅如火山，因而得名。		真假山頭分辨不了	大多數的山頭皆為綠色，因此攀登雪山西稜時，經過一段密林後，會先看到火石山的「假冒山頭」，必須再走下去約 20 公尺，再攀登上去的的第 2 座山頭才是真正的火石山山頂，其黑色的碎石屑就像被火燒過遺留下來的灰燼。	"高山白腹鼠
3000m以上山代表"	"岩鷚
3000m以上山代表"	"雪山草蜥
3000m以上山代表"	"楚南氏山椒魚
3000m以上山代表"	"永澤蛇眼蝶
3000m以上山代表"	長鬃山羊 （常）、白面鼯鼠（亞）、華南鼱鼠（常）、臺灣黑熊 （常）	岩鷚 （常）、煤山雀 （常）、火冠戴菊鳥 （常）	臺灣標蛇 （常）、高砂蛇 （常）、雪山草蜥 （常）	臺灣山椒魚 （常）、艾氏樹蛙 （常）、南湖山椒魚 （常）	劍青鳳蝶（常）、曙鳳蝶（常）、小紫斑蝶（常）			苗栗縣、台中市	overTwo	high	過2夜以上 & 3000m以上	1,1,1,1	1	1	1	1		1,1,0	1	1	0	https://mountain.cpami.gov.tw/	huoshishan1	huoshishan1: [huoshishan1webp, huoshishan1],	/ 行走於山頂稜線上 / 攝影：宇宙浪人工作室 / 	huoshishan2	huoshishan2: [huoshishan2webp, huoshishan2],	/ 特殊的尖型山峰/ 攝影：宇宙浪人工作室 / 	huoshishan3	huoshishan3: [huoshishan3webp, huoshishan3],	/ 高山冷杉林 / 攝影：宇宙浪人工作室 / 		: [webp, ],			: [webp, ],			: [webp, ],			: ,			: ,			: ,			: ,		https://hikingbook.net/trails/k0Xz2pHpTWOlQAa70Hp26g
第一波	加里山	jialishan	pink	bgPink	粉	有母愛	因苗栗的第一大河為後龍溪，又加里山是後龍溪的發源地，因此又名為「苗栗的母親山」。	大和風情	因山形與日本富士山相似，因此加里山也被稱為「台灣的富士山」。	"雖不是加里山脈中的最高峰，但因其對於當地的重要性，因而命名其為加里山。
因沿途為柳杉及闊葉林，昔日也曾設有伐木林場。"		復活樹	加里山上有棵原直徑 1.7 直徑的牛樟，因故被鋸掉後，殘留的基部仍萌發了新葉，看似脆弱不堪，實際上卻擁有旺盛的生命力，因而被稱作「復活樹」。	"長鬃山羊
2000-3000m山代表"	"帝雉
2000-3000m山代表"	"菊池氏龜殼花
2000-3000m山代表"	"阿里山山椒魚
2000-3000m山代表"	"姬長尾水青蛾
2000-3000m山代表"	白面鼯鼠（亞）、台灣野豬（常）、山羌 （常）	黃山雀（常）、冠羽畫眉（特）、黃魚角鴞（常）	百步蛇（常）、阿里山龜殼花（常）、短肢攀蜥（常）	盤古蟾蜍（常）、面天樹蛙（常）	橙翅傘弄蝶（常）、圓翅絨弄蝶（常）、綠豹蛺蝶（常）	每年3、4月可見台灣特有一葉蘭，山頂的杜鵑花開，賞花絕佳景點。	3,4	苗栗縣	two	middle	過1夜＆1000m-3000m	1,1,1,1	1	1	1	1		0,0,0	0	0	0	https://mountain.cpami.gov.tw/	jialishan1	jialishan1: [jialishan1webp, jialishan1],	/ 中海拔林相 / 攝影：柯政祥 /	jialishan2	jialishan2: [jialishan2webp, jialishan2],	/ 加里山最有名的柳杉林 / 攝影：柯政祥 /	jialishan3	jialishan3: [jialishan3webp, jialishan3],	/ 參天柳杉高聳入雲 / 攝影：柯政祥 /		: [webp, ],			: [webp, ],			: [webp, ],			: ,			: ,			: ,			: ,		https://hikingbook.net/trails/XcCIKepNRFCFJmDgUpTdTA
第一波	太平山	taipingshan	orange	bgOrange	橘	美	太平山中的見晴懷古步道為全台唯一被美國CNN評點為「全球最美28條小路之一」，其最知名的重點路段為懸空架高的火車舊軌道遺跡。	和平	太平山的「太平」，有「天下太平」之意，且 2018 年起設有全世界第一條寂靜山徑－翠峰湖環山步道，步入這條山徑的遊客，皆會保持崇敬、莊嚴之態度。	"太平山一帶原被泰雅人稱為「眠腦」，意指一片森林茂密的地方和蓊鬱的綠；1915年，日本人根據此意涵，將其譯為太平山，有期許國運昌隆、欣欣向榮之意。
太平山早期為台灣三大林場之一，後於 1983 年轉型為森林遊樂區，園區內仍保留鐵軌、流籠等文化財產，讓遊客能藉此更了解其歷史。"		全民女神的魅力	"過去在太平山上工作的林場人員、校長等，雖然住在山上，但祭祀的卻是海神「媽祖」。
需從山上至平地迎接回山上，膜拜完後，再沿原路途送回海邊，可見媽祖的影響力不容小覷。"	"臺灣黑熊
1000-2000m山代表"	"冠羽畫眉
1000-2000m山代表"	"高砂蛇
1000-2000m山代表"	"觀霧山椒魚
1000-2000m山代表"	"臺灣長臂金龜
1000-2000m山代表"	黃喉貂（常）、白鼻心（常）、食蟹獴（亞）	綠啄木（常）、白頭鶇（常）、帝雉（常）	呂氏攀蜥（特）、菊池氏龜殼花（特、保）、王錦蛇（常）	日本樹蛙（常）、莫氏樹蛙（常）、腹斑蛙（常）	寬尾鳳蝶（特）、夸父綠小灰蝶（特）、玉帶鳳蝶（常）	"台灣山毛櫸是台灣特有種夸父綠小灰蝶幼蟲的唯一寄主食物，
5～6月限定機會觀賞。"	5,6	宜蘭縣	one	middle	當天來回＆1000m-3000m	1,1,1,1	1	1	1	1		1,0,0	1	0	0	https://mountain.cpami.gov.tw/	taipingshan1	taipingshan1: [taipingshan1webp, taipingshan1],	/ 步道為過去運材軌道 / 攝影：劉利宏 /	taipingshan2	taipingshan2: [taipingshan2webp, taipingshan2],	/ 舊時鐵道遺跡 / 攝影：@miumiu8866 / 		: [webp, ],			: [webp, ],			: [webp, ],			: [webp, ],			: ,			: ,			: ,			: ,		https://hikingbook.net/trails/r3FdVMM8ShmWXEdaz90ZlPw
第一波	奮起湖大凍山	fenqihudadongshan	orange	bgOrange	橘	划算	相較於「阿里山」及「祝山」只出現一下下的日出，奮起湖大凍山因為相對距離之仰角，因此可以看到長達 200 秒的日出，追日超划算！	有靈性	大凍山的起點處有一座「觀音石」，據說原本上頭有一部分像是觀音站立的樣子因而命名。	奮起湖大凍山，又稱「大凍山」、「糞箕山」、「畚箕山」，其別名主要來自當地地名「奮起湖」之舊名。		撞名的小百岳	"全台一共有三座大「ㄉㄨㄥˋ 」山，分別位於
新北市樹林區「大棟山」、嘉義縣竹崎鄉「大凍山」、台南市白河區「大凍山」，且三座山同時屬於小百岳哦！"	"臺灣黑熊
1000-2000m山代表"	"冠羽畫眉
1000-2000m山代表"	"高砂蛇
1000-2000m山代表"	"觀霧山椒魚
1000-2000m山代表"	"臺灣長臂金龜
1000-2000m山代表"	大赤鼯鼠（常）	五色鳥 （常）、黃胸藪眉（常）、山紅頭（常）	斯文豪氏攀蜥（特）、過山刀（常）、赤尾青竹絲（常）	莫氏樹蛙（常）、梭德氏赤蛙（常）	琉璃紋鳳蝶（常）、枯葉蛾（常）、白波紋小灰蝶（常）	全年皆舒適宜人，山頂有360度展望，可以看到玉山群峰、塔山群峰。	all	嘉義縣	one	middle	當天來回＆1000m-3000m	1,1,1,1	1	1	1	1		0,0,0	0	0	0	https://mountain.cpami.gov.tw/	fenqihudadongshan1	fenqihudadongshan1: [fenqihudadongshan1webp, fenqihudadongshan1],	/ 奮起湖大凍山景色 / 攝影：李奕潔 /		: [webp, ],			: [webp, ],			: [webp, ],			: [webp, ],			: [webp, ],			: ,			: ,			: ,			: ,		https://hikingbook.net/trails/4HbNKfmKRcejd90IeHMqj91A
第一波	東眼山	dongyanshan	orange	bgOrange	橘	包容	"雖有人造林，但因覆蓋良好，山內的兩棲類生態相當豐富。
此外，許多台灣原生的闊葉樹與針葉樹也隨時間茁壯，與人造柳杉林和諧共生，逐漸恢復多樣性。"	耐燒	東眼山上目前仍保有日治時期的木炭窯遺跡，因當時此處被政府作為培育柳杉的林場，而工人會利用被砍除的雜木，燒製木炭另外販售。	東眼山的山名由來有兩說法：	"1. 泰雅族人稱其為「Rgyax-Tongan」，發音近似「東眼」。
2. 東眼山山體渾圓，有人說若從石門水庫阿姆坪遠眺，其外型像向東方眺望的眼睛，故名東眼山。"	曾是海的山？	早期的東眼山位處濱海及淺海一帶，有許多貝類、蝦蟹、有孔蟲類等生物在此活動，經過幾千萬年的累積，這些生物的足跡及遺體藏身於岩石中，成為山與海之間最美妙的連結。	"臺灣黑熊
1000-2000m山代表"	"冠羽畫眉
1000-2000m山代表"	"高砂蛇
1000-2000m山代表"	"觀霧山椒魚
1000-2000m山代表"	"臺灣長臂金龜
1000-2000m山代表"	臺灣獼猴（常）、臺灣野兔（常）、穿山甲（常）	藪鳥（常）、巨嘴鴨（常）、紅頭山雀（常）	南蛇（常）、龜殼花（常）、王錦蛇（常）	翡翠樹蛙（特、保）、台北樹蛙（特、保）、拉都希氏赤蛙（常）	南蛇（常）、龜殼花（常）、王錦蛇（常）			桃園市	one	middle	當天來回＆1000m-3000m	1,1,1,1	1	1	1	1		1,0,0	1	0	0	https://mountain.cpami.gov.tw/	dongyanshan1	dongyanshan1: [dongyanshan1webp, dongyanshan1],	/ 天氣晴朗的展望 / 攝影：劉啟聰 /	dongyanshan2	dongyanshan2: [dongyanshan2webp, dongyanshan2],	/ 森林裡的步道 / 攝影：劉啟聰 /	dongyanshan3	dongyanshan3: [dongyanshan3webp, dongyanshan3],	/ 起霧時的森林 / 攝影：@cindy231015 /	dongyanshan4	dongyanshan4: [dongyanshan4webp, dongyanshan4],	/ 維護良好的步道階梯 / 攝影：@cindy231015 /		: [webp, ],			: [webp, ],			: ,			: ,			: ,			: ,		https://hikingbook.net/trails/1Y7eqo299Q1S1m6d0R6rwDQ
第一波	都蘭山	doulanshan	orange	bgOrange	橘	團結	普悠瑪在卑南語裡有「團結」之意，而在登山路途中經過的「普悠瑪祭台」，傳說是為了終止阿美族與卑南族族的戰爭所設立的分界線。	藍	都蘭山是藍寶石的故鄉，根據 1984 年台灣礦物局對台灣玉髓進行調查，並列出了藍玉髓主要的五個礦區，其中都蘭山是最主要的礦藏分布地之一。	當地的阿美族人稱此山為「都蘭的山」，而都蘭（原名都攣，A’tolan）在阿美族語中為石頭堆積之處，而後延伸名為「都蘭山」，阿美族人心目中的聖山，也是藍寶石的故鄉。		永生的兄弟情	"一對兄弟和族人渡海來台在猴子山上岸，兄弟倆在山中找尋食物時，弟弟提議從高處互推巨石，誰能接住就證明誰的力氣較大。
而哥哥趁弟弟不備之際將巨石推下，意外壓死了弟弟。最後，弟弟化為都蘭山靈，而愧疚的哥哥在死後，也化作星星，照亮著都蘭的夜空，共同守護著族人。"	"臺灣黑熊
1000-2000m山代表"	"冠羽畫眉
1000-2000m山代表"	"高砂蛇
1000-2000m山代表"	"觀霧山椒魚
1000-2000m山代表"	"臺灣長臂金龜
1000-2000m山代表"	臺灣獼猴（常）、山羌（常）、白鼻心（常）	黑枕藍鶲（常）、台灣山鷓鴣（特）、綠畫眉（常）	百步蛇（常）、王錦蛇（常）、斯文豪氏攀蜥（特）	太田樹蛙（常）、褐樹蛙（特）、拉都希氏赤蛙（常）	台灣黑星小灰蝶（常）、虎皮楠長喙天蛾（常）、黑星紫金牛（常）			台東縣	one	middle	當天來回＆1000m-3000m	1,1,1,1	1	1	1	1		0,0,0	0	0	0	https://mountain.cpami.gov.tw/	doulanshan1	doulanshan1: [doulanshan1webp, doulanshan1],	/ 山上的普悠瑪祭壇 / 攝影：柯政祥 /	doulanshan2	doulanshan2: [doulanshan2webp, doulanshan2],	/ 山頂三角點 / 攝影：柯政祥 / 	doulanshan3	doulanshan3: [doulanshan3webp, doulanshan3],	/ 山勢連綿的美人山 / 攝影：黃愛達 /	doulanshan4	doulanshan4: [doulanshan4webp, doulanshan4],	/ 生命力旺盛的森林 / 攝影：黃愛達 /	doulanshan5	doulanshan5: [doulanshan5webp, doulanshan5],	/ 於途中眺望東面的太平洋 / 攝影：柯政祥 /	doulanshan6	doulanshan6: [doulanshan6webp, doulanshan6],	/ 雲霧繚繞的中海拔森林 / 攝影：黃愛達 /		: ,			: ,			: ,			: ,		https://hikingbook.net/trails/XXm62fNQTbCezKU3491bIwA
